ID,Order ID,OrderDate,ShipDate,ShipMode,CustomerID,CustomerName,Segment,Country,City,State,PostalCode,Region,ProductID,Category,SubCategory,ProductName,Sales,Quantity,Discount,Profit
734,465dbca3-86fd-429e-8c65-f07bbec5bd5f,2022-06-26,2022-10-20,Standard Class,447052,Misty Cooper,Home Office,Antigua and Barbuda,New Paul,Nebraska,71408,North,c1226138-897c-4f1d-9a04-282a12330aad,Technology,Tables,Enhanced next generation moderator,983.97,7,0.13,48.27
735,47ac8063-5a32-40cc-b4ca-15a3e24b1011,2021-06-05,2021-04-26,Standard Class,801951,Kevin Bautista,Consumer,North Macedonia,North Rebeccatown,Iowa,53531,East,0e41c69d-0745-4435-aa59-1c0afc152771,Technology,Storage,Upgradable clear-thinking process improvement,931.48,4,0.39,35.07
736,8497908f-94c9-416d-8ada-4049525e9391,2022-03-25,2022-10-18,Standard Class,951223,Nicholas Wilson,Home Office,United States of America,Williamburgh,Arkansas,08802,South,befff97a-c685-40f5-8116-6060b714350b,Office Supplies,Tables,Digitized exuding help-desk,560.98,5,0.36,66.57
737,4f9654e3-032a-4b5e-b778-601368723365,2021-05-10,2022-10-19,Second Class,371209,Alexander Hunt,Home Office,Mali,East Johnathanberg,California,35333,East,60fec958-f514-42ba-b3f3-8e835f55f930,Technology,Storage,Assimilated exuding leverage,737.07,7,0.36,33.2
738,2056888e-5696-4729-bfc0-5e7977c353c9,2022-08-27,2021-04-28,Second Class,114530,Justin Young,Corporate,Maldives,Herreraview,West Virginia,77803,South,f0d57fe0-afdc-4bf6-b0cf-22b15b4ef709,Furniture,Chairs,Realigned neutral model,541.26,1,0.45,84.16
739,3e565be4-c6c2-4006-95a2-dfc65f0e5b97,2022-01-05,2022-08-15,Second Class,688816,Ronald Wood,Corporate,China,Judithborough,Wisconsin,27435,South,7149aade-1367-41a2-84ed-83c0081af0e7,Furniture,Copiers,Fully-configurable methodical migration,945.29,10,0.13,85.44
740,52b0553f-3365-4894-812a-091a674b3858,2022-07-13,2021-10-11,First Class,251003,Jessica Jimenez,Consumer,Guinea,Michaelport,Maryland,37773,North,36bd25a3-8ee7-4f8b-93a4-fee9f0f2344d,Technology,Storage,Universal analyzing policy,100.08,1,0.22,64.01
741,99f0ea31-d596-4af2-ae19-185db18be10f,2022-01-23,2021-04-30,First Class,190528,Amy Sherman,Consumer,Cocos (Keeling) Islands,Nelsonton,North Dakota,01583,East,6f4dbc7a-e7e5-4a4b-b61c-c8f0a6402b42,Technology,Tables,Grass-roots next generation algorithm,544.51,8,0.47,93.94
742,f43ba909-e6c9-4764-a363-35e0fb63ce12,2023-01-05,2021-06-05,First Class,680695,Eric Case,Consumer,Austria,Lake Ivanfort,Delaware,84528,West,2ebc6a3e-6401-4f65-83c4-174d1840c134,Office Supplies,Storage,Organized incremental migration,567.14,6,0.05,9.15
743,b3e1d242-2574-4585-ab88-b614ce2e0711,2022-09-28,2023-03-25,Standard Class,132658,Crystal Williams,Home Office,Kenya,North Juanton,Illinois,78106,South,b1b83e0f-b1c2-4b40-9479-e099c2919262,Office Supplies,Phones,Re-engineered tangible open architecture,883.56,4,0.39,60.88
744,32b00296-8381-42e8-90ff-9822c33cd971,2022-06-02,2022-06-30,Standard Class,971298,Chelsea Boyer,Home Office,Eritrea,Port Sharon,Wisconsin,22800,South,4a465a78-bc84-4d7e-bd4a-3aeaca2ce049,Office Supplies,Storage,Down-sized fault-tolerant Internet solution,569.45,9,0.2,82.29
745,2ff5ffb8-8e44-4516-ab05-8ffef065bcff,2022-01-17,2021-09-27,First Class,427721,Katie Turner,Consumer,Zambia,Roychester,Louisiana,04930,North,44e4a3c4-2f30-495b-8360-6105f1551b1e,Technology,Bookcases,Future-proofed responsive infrastructure,332.34,2,0.09,35.29
746,c652ed75-5b5a-4a6b-a2f4-83f748d7be0f,2022-03-06,2023-01-04,First Class,428305,Kevin Hickman,Home Office,Cocos (Keeling) Islands,Anneside,Vermont,85708,South,7c38cb12-a4f1-468c-af53-a09278a0f232,Furniture,Copiers,Exclusive dynamic alliance,877.18,8,0.04,83.31
747,4dd9806b-89b2-4d1b-8aa2-959e550932c2,2021-12-28,2022-12-06,Standard Class,378688,Megan Johnson,Home Office,Mauritania,Jonesfort,Massachusetts,90720,South,34452c23-5746-4976-8eef-91cab0cfecd6,Furniture,Copiers,Reactive grid-enabled website,852.02,9,0.14,26.49
748,cf11a8b8-4afd-4ded-8aad-17c96d6bcdc3,2023-02-20,2022-11-30,First Class,183067,Jeremy Bowen,Corporate,British Indian Ocean Territory (Chagos Archipelago),Martinburgh,Oklahoma,38704,North,e67e419b-a707-4abf-94cf-72c6b68d01c6,Furniture,Tables,Pre-emptive 5thgeneration support,435.49,10,0.06,47.74
749,86677b5c-78ee-465e-8e9c-49e25f1dfc27,2022-07-02,2022-03-05,First Class,585949,Jessica Griffin,Home Office,Mauritius,Terrymouth,Arkansas,01787,North,22865db4-dc43-42c5-be3c-9dab4cc2ba5b,Office Supplies,Accessories,Proactive multimedia solution,398.68,8,0.07,4.31
750,0499179b-f4f5-4cef-bf90-033345f17a09,2022-05-29,2022-01-18,Second Class,354356,Lori Howe,Corporate,Central African Republic,South Sean,Arkansas,76798,North,b101cb9f-b731-4661-8160-8c4a77a1aa56,Technology,Phones,Cross-group intangible artificial intelligence,816.19,4,0.04,51.35
751,bb9c46c1-8f03-456f-8be5-1d2fd7f73fe3,2022-01-02,2022-09-20,Second Class,201644,Dawn Hamilton,Home Office,Martinique,Gregoryberg,Virginia,49244,South,ad8ca634-2980-4204-8ea9-5e65f62fa0ad,Furniture,Tables,Networked reciprocal data-warehouse,193.86,1,0.41,97.16
752,4f9eec7d-2184-4ed3-ab53-8d5b10717460,2021-05-07,2022-04-11,Same Day,385520,Daniel Williams,Consumer,Tokelau,New Peggy,Wisconsin,99004,West,1943ec37-6163-477d-aa28-a56b6e26a2cf,Technology,Accessories,Face-to-face high-level data-warehouse,697.47,8,0.04,90.06
753,6cc8e36e-2d85-4dd9-a81f-5765560e4d9b,2022-01-11,2023-03-31,Second Class,147733,Jeffrey Romero,Home Office,Heard Island and McDonald Islands,Jamesbury,Ohio,36153,North,1c4f9c6f-43d6-4240-b606-dae226321224,Office Supplies,Accessories,Pre-emptive reciprocal paradigm,1.84,2,0.21,10.44
754,5440fe51-bd42-4836-bf6b-e4429d16b8e9,2021-06-24,2023-02-12,Same Day,833527,Brandon Kim,Home Office,Macao,Jenniferberg,Vermont,52539,South,92a6ef0a-5103-43f3-a8af-8059b41f025e,Office Supplies,Tables,Robust client-driven Graphic Interface,346.37,5,0.38,35.77
755,483b8cca-3eca-4ad0-9c37-4faa8c1e2e50,2022-07-20,2022-04-20,Second Class,357369,Thomas Thornton,Corporate,Burundi,South Michaelview,Oklahoma,50003,North,6074b378-f7d9-47c1-b374-1eeb8e47fd99,Furniture,Accessories,User-centric clear-thinking analyzer,355.73,5,0.36,73.58
756,992eb113-f167-4070-b7af-72364477eadf,2021-11-19,2021-08-18,Second Class,912592,Karen Henderson,Home Office,Vietnam,Port Andrewview,Texas,36768,West,81db80ae-6430-4754-bf4a-3d6bc64024fc,Technology,Chairs,Horizontal zero administration circuit,729.9,7,0.47,12.41
757,45a8a008-b770-485a-9bda-18a66b9bb445,2021-06-29,2022-07-22,Standard Class,707432,Thomas Reed,Consumer,Heard Island and McDonald Islands,Elizabethchester,Maryland,94198,East,3cd94d16-622f-4f32-bcdc-6377b2793dcb,Office Supplies,Bookcases,Polarized heuristic alliance,788.29,5,0.26,99.6
758,e50c4c78-d84b-426d-8739-7478f2b42186,2022-07-02,2023-01-15,Second Class,485354,Cynthia Weber,Corporate,Heard Island and McDonald Islands,Tanyaborough,Colorado,36762,West,a6ad572b-019c-45f8-acce-4d01ec89055c,Office Supplies,Bookcases,Implemented impactful migration,351.79,4,0.22,16.57
759,7fa864af-c877-4c60-afa8-a09c9a7e4690,2021-05-09,2022-11-04,Same Day,612568,Robert Williams,Home Office,Saint Martin,Webbbury,New York,61509,North,f964c61a-f7c5-445f-b39a-40911a38f006,Furniture,Chairs,Distributed composite process improvement,171.96,7,0.41,75.68
760,118b8769-2804-4c6c-9038-9f0a7bc40161,2023-01-20,2023-04-15,Standard Class,306677,Vincent Acosta MD,Corporate,Saint Martin,Port Katherinemouth,Delaware,58628,East,7ee17cf5-16e1-40d0-bd1a-d820e9c1ee5b,Technology,Storage,Reactive demand-driven process improvement,278.32,4,0.32,35.23
761,73e92a0a-69b4-4c94-bb9c-ffcf02a8d103,2021-08-15,2022-08-12,Second Class,850713,Amanda Pena,Corporate,Austria,South Zachary,Montana,71172,West,7a70625a-2778-40cb-8d07-e3f1b198b8e4,Furniture,Phones,Cross-platform asymmetric leverage,483.56,7,0.34,12.07
762,9cc9197a-019b-487d-aeaf-0c74340d2aac,2023-02-16,2022-10-03,First Class,385564,Autumn Fowler,Home Office,Tonga,Lake Stephanie,North Dakota,68932,South,f015a7c9-8d58-46be-beaa-07217341f373,Office Supplies,Tables,Face-to-face analyzing superstructure,762.25,7,0.03,62.09
763,9c205903-d734-469f-b7db-239d9306b612,2021-05-15,2021-05-17,Standard Class,717519,Brenda Smith,Corporate,Uganda,East Tricia,Louisiana,63647,East,a7e5859b-1eb6-45a5-99f4-b8e2936d3131,Furniture,Copiers,Pre-emptive encompassing throughput,847.54,8,0.02,60.01
764,180ace55-f8fa-46d9-af19-6cfcf5d736d8,2021-04-30,2023-02-25,Same Day,409939,Eric Hubbard,Consumer,Saint Barthelemy,Davidborough,Wisconsin,58397,South,a45b117c-6fae-493b-97e7-0ebafbdba0ea,Technology,Bookcases,Programmable homogeneous complexity,415.52,5,0.34,73.01
765,6cf35ad8-80dd-447f-88df-b9e492ad5f32,2021-06-17,2022-03-07,Standard Class,351865,Maria Fernandez,Consumer,Montenegro,North Chris,Oregon,49715,East,b47fceed-071b-4e65-80fe-ae429bb13b8a,Office Supplies,Phones,Decentralized motivating artificial intelligence,82.5,7,0.11,30.68
766,bd95ba43-4945-4445-8581-5bf04ec94bc4,2022-12-26,2022-02-06,Second Class,654002,Christopher Hubbard,Corporate,Portugal,Hillview,South Carolina,10121,South,163433f3-1ff1-49fe-94a6-23d17a6822a4,Office Supplies,Tables,Progressive actuating Graphical User Interface,370.57,4,0.36,60.37
767,b7c511ab-6aab-4da5-bc05-bcaaa6da3f3a,2022-02-04,2021-12-24,Standard Class,623356,Ashlee Jones,Consumer,Guernsey,Lake John,Hawaii,37847,South,4112cdbf-9f2e-427e-a88d-1422015acd1e,Office Supplies,Copiers,Polarized optimal interface,121.7,1,0.22,26.42
768,c7e537e9-38b3-42aa-a473-7cd69f184fd5,2023-03-15,2022-06-05,Same Day,323230,Robert York,Corporate,Spain,West Darinfort,North Dakota,82405,East,fe930754-0577-43c6-a70c-d275c3bd4ec6,Furniture,Phones,Networked discrete conglomeration,914.37,5,0.44,58.12
769,166de86e-ec83-4236-bb54-bd695f1f3dda,2022-12-18,2022-01-29,First Class,879196,Diane Mahoney,Consumer,Netherlands Antilles,Fryeport,Louisiana,17145,East,64a2ec98-9d2c-414b-b79d-69a929f701e8,Furniture,Storage,Re-contextualized needs-based standardization,980.21,3,0.36,14.77
770,21512aef-0483-44a2-ac03-898f5b13b786,2022-10-23,2022-06-18,Standard Class,539790,Anthony Hayes,Corporate,Argentina,Smithstad,North Dakota,58899,East,679e17a3-4c16-4b2d-9d74-e29dc9047eee,Technology,Chairs,Object-based mobile hardware,299.97,3,0.05,11.77
771,b8f7bd7d-e68a-4b25-a8c5-1b0a7de39ad0,2022-02-12,2022-11-23,Second Class,433189,Seth Burns,Home Office,Swaziland,West Katherine,West Virginia,39779,North,f75b3011-f583-4cb6-9b0e-a11ca7287e34,Technology,Storage,Realigned fresh-thinking open system,917.2,10,0.13,67.3
772,efaf5cf2-5931-4ace-b415-1d3cfdb5ad9a,2022-01-19,2022-02-23,Standard Class,168644,Cindy Evans,Home Office,Puerto Rico,Walterside,Connecticut,61848,South,75b52642-24ca-4a07-a727-e1c3ea1c0f2d,Furniture,Storage,Diverse user-facing customer loyalty,494.05,4,0.05,12.87
773,2c233b64-e9cd-4038-9cdc-9d5e1711a971,2021-08-26,2022-03-20,Second Class,554626,Amanda Wilson,Home Office,Niger,Daymouth,California,14522,North,06d6c90d-532d-4454-ab77-1f23489fcde5,Office Supplies,Bookcases,Automated multimedia open architecture,632.28,5,0.38,54.29
774,6040f056-385a-45c0-a7ab-338fa3b9b07e,2022-05-24,2022-05-13,Standard Class,854442,Ruben Stewart,Corporate,Timor-Leste,East Laurenstad,New Mexico,08247,South,96185fff-ea4d-423e-aac0-08619ff08ccb,Furniture,Phones,Versatile even-keeled website,125.19,1,0.19,87.54
775,a3ad8339-afca-4562-94d0-f3ced13d34a7,2023-01-31,2023-01-29,Same Day,617868,Anna Johnson,Home Office,Belize,West Danielle,Texas,34918,North,4aa8aa87-195e-4c2e-9649-56a872690ca6,Office Supplies,Copiers,Pre-emptive foreground moratorium,759.76,3,0.04,87.29
776,d36c3ebf-4324-41e4-b5e5-422ac2724489,2023-02-25,2022-12-04,Second Class,552379,Gabriel Lopez,Home Office,Lebanon,West Stephaniemouth,Indiana,35092,East,0d498e38-47db-4d0d-b31d-620fa362e1bb,Furniture,Phones,Team-oriented zero administration pricing structure,730.89,10,0.1,61.79
777,e8afda3d-b7bb-4c13-b66a-fd7033cccb06,2022-01-11,2022-10-20,First Class,451891,Christina Bell,Consumer,Sao Tome and Principe,East Ericaburgh,Utah,19020,East,0908e1a2-ea2d-4bce-ac74-a223f1234c5d,Technology,Storage,Progressive disintermediate synergy,174.45,7,0.21,4.76
778,0f4216a8-75a3-4e41-a5e3-fa85e3d1cbe5,2022-12-24,2022-12-10,First Class,236278,Lauren Hopkins,Consumer,Mexico,East Tracyport,Colorado,85170,West,dfc80d3a-38a7-4d2f-939a-c4cf54568f22,Technology,Copiers,Enhanced disintermediate hub,443.69,9,0.16,15.32
779,ba840e8f-f51d-44b7-b3e3-3d069192ef77,2021-07-01,2021-10-30,Same Day,303701,Brenda Smith,Corporate,Marshall Islands,Port Samuelstad,Virginia,11044,North,e990b90b-b5fa-4ff9-98dc-f51ce12debba,Furniture,Accessories,Optional tangible Graphic Interface,130.23,7,0.05,46.18
780,39814a00-5971-4328-a574-42fff4522f20,2022-09-14,2022-06-15,First Class,351650,Sheila Perry,Home Office,Tanzania,Scottfort,Wisconsin,12826,North,b2c476c9-e984-40b9-b330-824caddc5ce3,Technology,Chairs,Intuitive static open architecture,858.1,10,0.46,18.37
781,9599bbec-1610-49c7-8d54-032c25b8736d,2022-06-14,2022-02-12,Same Day,551235,Matthew Ray,Consumer,Gabon,Lake William,Mississippi,76437,East,4970e2f2-bb02-427e-a11d-730046fbbd2f,Office Supplies,Copiers,Virtual contextually-based process improvement,860.23,8,0.08,1.74
782,e3f7ae7f-08a7-4aef-9756-35081ed09129,2022-01-23,2022-02-08,Standard Class,180904,Sharon Perez,Home Office,Iceland,Emilyside,Washington,56294,North,facba4a2-e22e-4250-80d3-7b520e1454c5,Furniture,Bookcases,Profound eco-centric matrices,663.05,3,0.17,46.34
783,061b7d79-a287-4db4-be98-b5b4bb97315a,2021-08-16,2022-01-21,First Class,400455,Garrett Terry,Consumer,Montserrat,Lake Joshuahaven,Utah,47003,South,7f2007fd-38b5-49bb-910f-a39b57ebb52c,Technology,Tables,Object-based high-level software,559.2,6,0.36,52.06
784,d110bb56-a244-4794-b57c-7c04bc59d204,2023-04-14,2023-02-14,Standard Class,453740,Nicholas Ramsey,Corporate,Cameroon,Brianview,Minnesota,21116,East,9d33e132-328b-4856-804a-061a1d73523f,Furniture,Storage,Robust clear-thinking moderator,118.12,7,0.38,83.6
785,03eac4f4-b55c-4184-b684-95a950eaf764,2023-03-09,2021-12-07,First Class,572519,Joseph Holloway,Consumer,Paraguay,Rodriguezport,West Virginia,10769,South,a95fa58f-b6e2-40ab-9112-af851ce324c7,Office Supplies,Bookcases,Optional exuding synergy,523.09,3,0.02,90.77
786,39addea6-7c4d-4222-b895-147807873dac,2021-12-04,2021-11-29,First Class,419888,Daniel Davidson,Consumer,France,Johnsonfurt,Nevada,55743,East,7662bfe5-3460-4b94-9dab-5f2a5d182b66,Technology,Accessories,Organic clear-thinking encryption,60.88,7,0.31,82.35
787,4a53139e-0c38-4041-ae81-3b13552284e2,2021-05-26,2021-09-04,Same Day,899981,Ashley Daniel,Corporate,United States of America,Thomasmouth,Oklahoma,78855,North,a0e83958-e2af-45e3-8341-235204663359,Technology,Phones,Open-source fault-tolerant architecture,940.4,2,0.4,88.44
788,a506f0c4-3959-4297-ae56-93c25bc30e5b,2022-01-03,2022-04-19,Standard Class,821645,Stacey Doyle,Corporate,Puerto Rico,Maldonadoville,Utah,74890,West,37d2d5bd-9287-45f1-82c0-291c15bcd4d9,Technology,Copiers,Seamless optimal time-frame,728.15,1,0.06,15.72
789,32408703-25fd-462a-a1e0-01559c74c660,2021-10-15,2022-12-23,Second Class,387416,Joseph Perkins,Home Office,Armenia,West Tiffany,Michigan,65974,North,43207043-9c0b-43e5-91a6-1e1c7228b58a,Technology,Copiers,Exclusive systemic artificial intelligence,74.63,4,0.07,76.32
790,9a2a76c2-6f30-48cb-b47a-8cb8b1b968f0,2022-03-05,2022-09-24,Same Day,845880,Samantha Murillo,Home Office,Haiti,Howellton,Arizona,29844,West,697578ae-c048-4eb1-ae58-51a736f69aa4,Technology,Phones,Decentralized zero tolerance task-force,461.62,7,0.2,39.29
791,75dd59fc-07ba-4b44-8e9f-499cf0eeb4d9,2022-09-12,2021-08-06,First Class,441047,Matthew Lee,Home Office,Saint Helena,North Scott,Maine,05181,North,3a4f25d0-fdc8-4c2e-b1fc-830e56f84592,Furniture,Chairs,Decentralized tangible protocol,873.75,6,0.21,64.06
792,e4cae2ca-748e-45c1-9391-3b26d12b97ce,2022-11-13,2022-03-18,Second Class,883738,Melvin Webb,Corporate,Nicaragua,Brownfort,New York,31728,West,9bd165af-4fb1-45eb-a305-2f789c580ce8,Technology,Chairs,Future-proofed secondary core,140.98,7,0.49,49.87
793,1c61f68f-3627-4ca1-b709-eaf9e84f26de,2023-01-11,2022-10-15,Second Class,952507,Billy Wang,Home Office,Turks and Caicos Islands,West Samuel,Washington,32388,South,135fd29f-e521-48f9-8df3-a029d79f01dc,Office Supplies,Bookcases,Ergonomic uniform methodology,477.36,2,0.09,63.71
794,235db770-3269-4df2-8fd5-d82725fe7d72,2022-02-12,2022-05-02,Second Class,394967,Sara Chambers,Corporate,Iceland,West Holly,North Carolina,29889,East,9308f40d-32b7-4ffc-be80-58209f3b2c7c,Office Supplies,Phones,Enterprise-wide demand-driven implementation,226.66,9,0.35,81.24
795,4f130e60-bc04-4b05-9fbe-2ad9cef4e471,2023-02-25,2022-07-04,Same Day,955474,Laura Harris,Corporate,Mauritania,Port Paul,Ohio,54826,East,55a13e62-b1c5-4858-a9e6-b6bec86dbe95,Technology,Tables,Business-focused eco-centric flexibility,178.48,3,0.17,13.26
796,23539d8a-2c47-4bbc-91a4-a3eaf23f0cab,2021-12-17,2022-08-05,First Class,935212,Kristina Long,Corporate,Lebanon,Lake Elizabeth,Massachusetts,21326,West,0049139b-29fa-4995-82fd-3f76339c1122,Furniture,Bookcases,Right-sized object-oriented middleware,663.18,8,0.39,33.82
797,e7207102-5054-4c6f-bf22-7bce5b265fa9,2022-05-29,2021-12-28,First Class,396865,Brenda Hendricks,Corporate,India,North Katie,Montana,37959,West,bb6648f5-4692-4728-940a-691af144283a,Technology,Accessories,Grass-roots clear-thinking protocol,852.07,7,0.17,28.78
798,6ead01fd-258a-4bae-82a3-d945a984020a,2021-12-04,2022-06-15,Standard Class,666127,Maurice Smith,Home Office,United States of America,West Karen,Oregon,95880,North,6016b2b3-0b21-449d-a021-64a612037c96,Technology,Tables,Secured leadingedge moratorium,612.99,9,0.36,36.48
799,8317f863-464e-452b-9491-24a03c2f0911,2022-08-03,2023-01-29,First Class,895012,Michael Cunningham,Home Office,French Polynesia,New Lisa,Vermont,83727,South,e2d6d734-35b8-429d-a0ad-70be7399d3aa,Technology,Accessories,Managed demand-driven definition,863.78,7,0.32,34.63
800,c063d611-5ec9-4ffe-8dc3-f952c615de3e,2021-05-08,2022-10-14,Standard Class,194892,David Barnett,Home Office,Morocco,Matthewfurt,Colorado,19833,West,56375599-99cd-4543-9135-969528070c8a,Technology,Accessories,Enhanced leadingedge task-force,769.54,2,0.46,56.17
801,be544564-3c85-4f42-97ce-73304d53b946,2022-03-17,2022-07-14,Standard Class,891101,Joe Haynes,Corporate,Belgium,Gibsonland,North Dakota,75442,East,1885f474-5e56-4808-ac1f-e66655c91c5b,Furniture,Phones,Inverse actuating monitoring,84.08,4,0.25,77.24
802,6aed6bcb-f324-4911-94f3-c2335e32a450,2022-07-29,2022-02-04,Same Day,616070,Christine Caldwell,Consumer,Senegal,Brownfort,Kentucky,59746,South,f2c57e71-30a3-4930-85be-257a5b4ff6a7,Office Supplies,Storage,De-engineered web-enabled implementation,498.84,10,0.18,77.63
803,15fcd218-9609-40cc-8c7e-310e8d98adf7,2022-11-23,2022-12-03,Standard Class,257642,Michelle Gray,Home Office,Wallis and Futuna,Kylefurt,Hawaii,00961,East,63a991be-0f7f-4a08-80e7-e6e08369da77,Office Supplies,Copiers,Decentralized next generation circuit,160.89,2,0.05,80.86
804,5c626467-adb9-4789-9361-19a115abb64d,2021-10-10,2021-10-06,Second Class,504882,Mrs. Rebecca Simmons,Corporate,Sao Tome and Principe,South Larry,Wisconsin,88613,East,47c8b5b2-94a1-4b24-9ef4-d441f28debf8,Office Supplies,Phones,Compatible clear-thinking projection,586.61,10,0.32,50.17
805,f0769d8a-df2c-444d-8516-f5d0012d3856,2021-07-09,2023-02-14,Same Day,384541,David Wallace,Corporate,Hong Kong,Lake Nataliechester,Tennessee,81668,North,2b679af4-1726-4422-ac2b-3e3e40cf7c6a,Technology,Accessories,Reduced explicit policy,187.89,1,0.35,69.82
806,5b0df7ae-a924-4525-b819-c0a957eb17d5,2021-07-07,2021-05-09,Second Class,105458,Juan Vasquez PhD,Consumer,Maldives,West Jasonstad,Vermont,66816,North,94a9048f-3b57-42de-b489-1b36d5cd17f9,Office Supplies,Phones,Persevering actuating info-mediaries,734.57,5,0.36,17.03
807,41921414-f44d-4921-84d2-f150a3c5be23,2022-06-14,2021-08-13,Standard Class,552135,Philip Campbell,Home Office,Algeria,North Susanbury,Washington,59173,South,be195137-50db-4b8c-a796-2732b039e6f8,Technology,Chairs,Phased impactful support,4.64,3,0.2,19.16
808,0cc5ffb6-cd93-41d8-b5c5-8329cfd35d12,2021-12-28,2022-09-20,First Class,775056,Daniel Conner,Corporate,Montenegro,North Dustin,South Dakota,11369,West,35db6888-40cd-4908-ab32-eeb84b017b77,Technology,Tables,Devolved tangible monitoring,559.17,2,0.19,2.22
809,b02d9229-0b46-4a7f-a8ba-34f12144888c,2023-04-18,2022-05-10,Second Class,970452,Karen West,Home Office,Monaco,Kristophertown,Alabama,08884,West,52c127fe-79ab-4ce1-af90-88b99a1a8de5,Technology,Storage,Decentralized high-level application,723.36,7,0.13,95.79
810,588cc170-125c-45f8-b419-38c89c43828d,2021-06-06,2021-09-01,First Class,618432,Randy Avila,Home Office,Iran,South Jennifer,Washington,79145,North,ead593d1-bfb2-413a-9c59-2bed90662a30,Technology,Storage,Versatile zero tolerance Local Area Network,334.69,4,0.16,23.28
811,06a537b8-adf0-4532-9729-04512aa3fa99,2022-12-22,2023-02-25,Same Day,171506,James Brown,Home Office,Chad,Holtbury,Idaho,12430,North,51509021-7a2e-46fd-92b2-5caf730ed404,Technology,Bookcases,Object-based analyzing service-desk,441.47,6,0.29,91.75
812,222b57b2-ef7d-4b6e-a61b-f8ebf26f9aec,2022-09-26,2021-11-06,Standard Class,458299,Cynthia Harmon,Consumer,Vanuatu,Lake Josephside,South Dakota,22950,East,725c61d9-afa0-4c44-91b6-15a2b1ffc56e,Furniture,Accessories,Programmable executive monitoring,941.05,5,0.44,38.68
813,b4f1729a-2bb3-4d41-9c1b-5c0502ec7802,2022-10-19,2021-09-30,First Class,356864,Philip Grant,Consumer,Mauritania,Port Amanda,Alabama,88501,South,504c0ff1-0843-4d5a-87d3-d1f0a29ba60a,Office Supplies,Storage,Face-to-face optimizing time-frame,655.58,5,0.32,73.18
814,7f829de4-15c0-48c3-a5c8-5954c358894a,2023-01-08,2022-04-15,Second Class,633102,Krystal Miller,Corporate,Nepal,Barbaraborough,Ohio,93633,South,f57c9515-a16e-49ea-a016-5541d005217d,Furniture,Chairs,Open-architected regional initiative,183.18,6,0.28,6.0
815,592a46fc-df6a-4e9f-820b-943a1498338c,2022-06-20,2022-06-21,Standard Class,642591,Nicole Cummings,Consumer,Kyrgyz Republic,Territon,Utah,17569,West,fd1c4602-1f5d-4226-ad50-815a3d8e7e80,Office Supplies,Storage,Progressive system-worthy system engine,260.1,3,0.37,5.83
816,22187816-6465-4572-ac32-fb5327140e97,2022-11-06,2022-09-15,First Class,566774,Deanna Cruz,Consumer,Egypt,Port Rebecca,Alabama,75198,West,431f382c-9282-4d45-9382-1cd76d4cdedc,Furniture,Storage,Re-contextualized systematic core,684.78,8,0.26,60.66
817,9b913877-449c-40f7-9b5e-3f67b7908593,2021-10-13,2022-12-29,Same Day,839693,Rachael Duncan,Home Office,Holy See (Vatican City State),Port Mason,Rhode Island,33451,West,e0266e38-5f2e-4a5e-a13a-312578e19426,Office Supplies,Storage,Balanced uniform customer loyalty,77.7,3,0.48,15.02
818,f4da4a7c-6fe9-41fc-a8e8-977f1410159d,2021-09-21,2021-12-22,First Class,124567,Dawn Coleman,Consumer,Madagascar,East Megan,Oregon,96511,North,899c57ef-6991-46ba-94a1-09923ab32d8e,Office Supplies,Storage,Extended bandwidth-monitored moratorium,244.1,9,0.17,81.05
819,6a11d7f9-82dd-41b9-8330-883265a358d3,2022-03-03,2022-10-13,Standard Class,122639,Gregory Hodges,Home Office,Singapore,New Patrick,Pennsylvania,01923,South,b41921ed-5813-4e9b-b860-f7d14b443962,Office Supplies,Bookcases,Intuitive optimizing architecture,764.75,2,0.38,71.4
820,b00f4663-931a-4f06-ac47-28877c1001fc,2022-09-07,2022-12-26,First Class,671971,Ronald Castillo,Corporate,Guatemala,Waynebury,Nevada,20937,West,106cb0f9-78cc-443d-a1b1-3f2ccc644ec3,Furniture,Accessories,Persistent 24/7 firmware,467.39,8,0.35,65.92
821,0969ac32-8b46-4e65-825c-194b1951fba8,2021-09-21,2021-10-31,Second Class,777433,Susan Rodriguez,Home Office,Congo,Shawborough,Kansas,49175,East,ac86047a-559c-4335-8597-3fa6057cf862,Furniture,Copiers,Cloned even-keeled support,493.95,4,0.36,9.5
822,2e593ef5-5318-4ccb-ae09-49cab9a497fd,2021-10-20,2022-10-25,Second Class,213308,Derek Curtis,Home Office,Luxembourg,Robinburgh,Maryland,90521,West,10430692-f821-4ced-b918-052b4474ddd6,Furniture,Bookcases,Open-architected foreground secured line,788.52,8,0.48,54.27
823,f325ab5d-72ff-42a7-9eee-bf2921f7e0bc,2021-12-18,2021-08-13,Standard Class,136820,Kyle Maddox,Consumer,Greenland,Browntown,Florida,81649,East,86e2eda3-9a7c-4b94-9f2c-2ee2dc64baa8,Technology,Chairs,Optional interactive complexity,300.42,1,0.31,56.18
824,b79babb9-db0a-42c2-a0c3-6d66b70cfe6f,2022-04-30,2022-08-02,Second Class,896285,Tracy Stephens,Home Office,Tuvalu,East Philipville,Virginia,41115,West,c4d3decd-c368-4ecb-aaa4-637b4df2e3fc,Office Supplies,Tables,Quality-focused zero administration software,17.2,5,0.33,64.48
